Age,Work_Hours_Per_Week,Projects_Handled,Training_Hours,Employee_Satisfaction_Score,Resigned
38,52,16,18,3.62,FALSE
45,51,11,12,2.02,TRUE
50,44,22,33,2.96,TRUE
36,55,17,97,1.71,TRUE
47,57,5,16,2.74,TRUE
44,36,7,90,2.43,TRUE
35,39,21,67,3.78,TRUE
26,54,15,15,1.91,FALSE
41,55,15,77,3.35,FALSE
53,49,14,46,1.47,FALSE
28,31,24,77,4.33,TRUE
27,60,14,52,3.45,FALSE
58,40,41,10,1.49,FALSE
60,48,25,12,3.94,FALSE
33,58,0,4,1.58,FALSE
53,49,28,91,3.11,TRUE
22,30,49,33,3.63,FALSE
47,37,5,32,1.95,TRUE
41,53,33,39,2.54,FALSE
31,30,40,24,2.72,TRUE
60,59,5,96,3.58,FALSE
27,49,29,37,3.47,TRUE
56,54,23,29,2,FALSE
55,46,15,34,1.45,FALSE
24,60,22,34,1.7,FALSE
53,39,44,12,2.43,TRUE
34,45,19,34,3.42,FALSE
42,36,42,93,3.69,TRUE
50,44,46,59,1.7,FALSE
28,46,2,5,2.31,FALSE
49,39,8,79,4.04,FALSE
48,56,16,61,1.28,FALSE
28,57,14,36,3.41,TRUE
34,33,20,92,3.8,FALSE
34,43,31,79,1.3,TRUE
53,47,44,7,3.14,TRUE
50,31,16,27,3.5,TRUE
52,34,43,68,2.54,TRUE
28,34,37,99,2.59,FALSE
55,43,48,60,1.23,TRUE
32,32,20,81,3.46,FALSE
34,31,0,68,1.94,TRUE
45,42,30,96,2.12,FALSE
22,39,37,48,4.75,TRUE
41,39,30,36,3.26,FALSE
31,55,47,51,2.32,FALSE
28,43,7,89,1.02,FALSE
51,31,30,11,3.35,TRUE
53,42,17,6,3.15,TRUE
38,36,42,60,2.28,TRUE
56,30,12,74,1.03,TRUE
23,44,33,64,3.75,FALSE
23,56,45,69,2.78,FALSE
26,59,9,27,4.66,TRUE
23,51,38,63,4.26,FALSE
37,55,36,82,4.55,TRUE
45,35,44,34,3.52,TRUE
34,58,5,15,4.9,FALSE
57,31,6,19,4.14,TRUE
48,55,2,28,2.27,TRUE
50,41,0,87,3.77,TRUE
31,30,41,21,2.22,TRUE
23,32,31,60,1.18,TRUE
37,45,45,77,3.14,FALSE
51,41,29,36,2.92,TRUE
57,60,16,99,1.43,FALSE
57,35,39,95,4.05,TRUE
46,42,49,92,3.38,FALSE
37,38,46,41,1.74,FALSE
24,58,41,43,1.88,FALSE
46,50,1,93,1.89,TRUE
44,42,8,13,3.94,TRUE
26,60,18,86,2.94,FALSE
42,38,2,75,1.33,TRUE
28,34,45,92,2.44,TRUE
47,31,33,52,3.92,TRUE
23,52,16,80,4.44,FALSE
37,49,39,65,4.98,TRUE
37,45,8,16,2.31,TRUE
33,40,23,90,4.97,FALSE
34,52,5,46,1.46,TRUE
56,49,16,67,4.36,FALSE
31,51,28,33,2.81,TRUE
51,30,15,80,4.06,FALSE
35,52,27,95,4.85,FALSE
32,46,38,82,4.39,TRUE
39,38,35,31,1.07,TRUE
39,53,10,21,3.62,FALSE
58,47,3,90,2.43,FALSE
59,39,14,50,1.66,TRUE
25,35,44,25,3.11,FALSE
41,43,34,74,1.53,FALSE
37,58,30,19,4.39,FALSE
30,45,33,70,4.22,FALSE
46,53,35,79,4.51,FALSE
39,52,19,98,1.05,TRUE
22,49,45,93,3.24,TRUE
46,33,8,2,3.14,FALSE
49,38,48,41,2.18,TRUE
50,54,38,23,2.09,TRUE
28,58,27,52,4.96,TRUE
37,30,46,24,1,TRUE
26,39,13,87,4.29,TRUE
55,35,41,69,4.75,TRUE
38,57,1,78,2.46,FALSE
47,42,15,67,2.93,FALSE
30,37,29,53,2.56,TRUE
22,41,40,91,1.43,TRUE
35,40,34,21,4.02,TRUE
34,52,11,74,2.04,TRUE
38,48,38,24,1.4,FALSE
53,34,6,63,2.89,TRUE
35,44,33,9,1.07,TRUE
58,39,31,16,4.6,FALSE
58,49,27,99,3.83,TRUE
32,38,48,49,4.82,FALSE
27,37,27,45,1.64,FALSE
54,39,14,20,2.22,TRUE
37,59,31,90,2.85,TRUE
50,45,5,53,2.69,TRUE
38,58,22,79,4.49,TRUE
48,30,36,21,4.28,TRUE
52,54,22,40,3.76,TRUE
40,44,33,14,1.16,FALSE
26,60,35,35,3.31,FALSE
51,32,40,77,3.68,TRUE
47,47,24,43,3.04,FALSE
29,48,21,83,4.74,TRUE
23,48,49,44,2.78,TRUE
52,46,14,35,3.47,TRUE
36,30,47,42,4.73,FALSE
59,59,45,1,4.91,TRUE
29,38,49,97,2.35,FALSE
56,51,42,18,2.92,TRUE
26,45,28,0,1.16,FALSE
24,59,19,60,1.81,FALSE
39,43,1,55,3.56,TRUE
32,45,23,48,2.07,TRUE
52,32,3,10,1.77,FALSE
27,32,33,58,3.54,FALSE
40,43,31,79,3.01,TRUE
31,43,17,74,1.58,FALSE
52,36,15,15,1.26,FALSE
56,60,6,33,3.8,TRUE
27,51,28,92,1.09,FALSE
59,49,8,72,2.04,FALSE
30,59,31,74,3.13,FALSE
33,57,6,18,2.38,TRUE
44,34,27,85,2.76,TRUE
32,59,43,8,2.36,TRUE
54,53,20,73,2.25,FALSE
22,59,37,80,2.68,FALSE
59,49,33,60,3.12,FALSE
40,30,5,10,1.25,FALSE
59,32,12,58,2.22,TRUE
51,60,49,67,4.48,TRUE
36,33,5,72,1.16,FALSE
45,31,16,35,4.47,TRUE
50,46,48,97,1.68,FALSE
39,45,3,72,2.7,TRUE
46,36,9,66,1.5,TRUE
26,55,31,90,4.35,TRUE
57,35,9,74,3.19,FALSE
47,36,36,54,2.11,FALSE
43,45,36,19,3.34,FALSE
32,30,22,17,1.99,FALSE
43,41,10,33,4.89,TRUE
39,38,10,72,3.33,TRUE
22,38,8,84,3.33,FALSE
46,45,36,8,2.67,TRUE
23,51,2,61,2.55,TRUE
41,30,12,84,1.5,TRUE
51,52,19,52,4.12,FALSE
59,55,26,43,4.82,TRUE
54,57,39,57,4.1,FALSE
59,60,39,19,3.73,FALSE
41,54,43,22,4.11,TRUE
56,60,5,15,3.96,FALSE
52,44,18,44,4.61,TRUE
50,48,42,79,1.29,FALSE
25,57,28,56,4.48,FALSE
43,30,29,35,1.23,TRUE
47,37,8,35,1.34,TRUE
32,45,10,27,4.38,TRUE
43,46,5,67,2.66,FALSE
39,34,20,76,1.54,FALSE
39,48,33,51,4.83,TRUE
29,30,24,89,1.29,TRUE
50,52,39,49,1.12,TRUE
51,56,6,50,1.12,FALSE
55,57,1,83,1.85,TRUE
41,48,39,47,2.78,TRUE
44,45,38,77,3.52,FALSE
30,50,45,90,4.47,TRUE
25,32,8,87,2.11,FALSE
60,50,6,95,4.48,TRUE
56,32,18,67,3.53,TRUE
48,49,36,93,2.87,FALSE
38,48,35,86,4.17,TRUE
43,49,39,54,3.06,TRUE
58,57,31,65,2.39,TRUE
32,50,37,18,3.64,TRUE
60,38,35,88,4.28,TRUE
25,39,15,59,4.65,TRUE
60,43,16,45,4.2,TRUE
59,39,0,62,1.12,TRUE
22,52,4,74,1.93,FALSE
24,60,10,7,4.07,FALSE
23,34,34,6,1.48,TRUE
41,57,6,63,3.1,TRUE
54,42,5,32,3.44,TRUE
35,55,2,79,4.78,FALSE
28,56,11,4,3.08,TRUE
40,54,41,24,1.31,TRUE
56,49,36,52,3.27,TRUE
57,32,20,84,1.4,TRUE
40,33,16,95,2.22,FALSE
25,38,7,49,4.57,FALSE
50,33,11,10,3.16,FALSE
60,35,3,95,1.53,FALSE
53,49,28,91,3.11,TRUE
42,36,17,78,4.9,FALSE
41,43,6,75,4.84,FALSE
55,43,41,45,1.06,TRUE
43,52,2,36,4.78,TRUE
46,47,21,77,3.27,TRUE
39,52,31,21,2.23,TRUE
47,54,45,47,3.13,TRUE
54,54,24,79,3.39,FALSE
39,42,11,14,1.35,TRUE
22,49,3,74,3.17,FALSE
23,55,36,62,3.37,FALSE
59,43,18,56,4.63,TRUE
52,56,16,89,2.88,FALSE
48,39,43,23,2.98,FALSE
55,55,47,73,2.87,TRUE
54,55,12,87,4.15,FALSE
32,36,45,25,3.16,TRUE
55,60,49,73,3.54,FALSE
33,34,33,58,1.14,TRUE
37,48,24,31,4,FALSE
49,43,3,37,2.36,FALSE
28,40,31,38,3.33,TRUE
24,43,30,89,1.21,FALSE
43,48,19,78,4.29,TRUE
44,40,2,14,1.91,TRUE
51,58,24,67,3.06,TRUE
31,51,39,63,3.64,TRUE
34,51,8,90,2.83,FALSE
57,45,19,63,2.2,FALSE
26,54,27,65,3.88,FALSE
49,44,34,13,2.11,TRUE
24,57,3,91,3.53,FALSE
44,38,10,85,3.18,FALSE
27,48,49,26,3.02,TRUE
47,45,38,98,1.85,TRUE
46,43,30,85,4.88,TRUE
27,55,28,71,4.24,FALSE
26,59,0,40,3.4,FALSE
38,34,9,19,1.63,FALSE
32,44,33,90,3.06,FALSE
54,45,20,85,4.05,FALSE
48,57,5,30,1.98,FALSE
32,55,41,40,4.57,FALSE
41,42,13,3,3.06,TRUE
40,43,42,21,1.67,FALSE
34,46,34,2,2.29,FALSE
34,38,18,16,2.42,TRUE
33,48,24,49,1.47,FALSE
56,58,19,36,1.24,FALSE
56,36,12,55,4.77,FALSE
57,41,39,74,1.25,FALSE
45,45,43,14,2.7,TRUE
60,52,29,59,1.16,TRUE
52,33,25,84,2.44,TRUE
22,33,22,99,3.28,FALSE
34,30,35,91,3.16,FALSE
54,43,41,70,3.91,FALSE
41,36,48,92,3.12,TRUE
35,60,16,14,3.79,FALSE
37,38,6,63,1.23,TRUE
42,56,10,5,2.23,FALSE
45,55,5,51,4.98,FALSE
27,30,10,72,3.87,TRUE
36,43,49,75,4.2,TRUE
59,55,11,2,4.94,TRUE
46,44,16,33,2.84,TRUE
47,59,3,99,4.26,TRUE
27,47,32,99,2.42,FALSE
46,58,17,87,2.12,FALSE
24,52,41,33,3.23,TRUE
46,43,40,48,1.76,TRUE
60,58,33,47,3.74,TRUE
48,30,44,74,2.93,FALSE
22,60,38,51,3.87,TRUE
34,55,4,2,1.77,FALSE
23,37,39,21,2.22,TRUE
43,47,40,14,4.62,FALSE
40,31,47,85,2.53,FALSE
38,60,14,11,1.49,TRUE
36,50,3,41,2.11,FALSE
45,31,36,40,2.42,FALSE
23,33,31,21,3.17,FALSE
45,35,16,90,4.67,FALSE
42,48,49,37,2.42,FALSE
60,39,13,64,4.63,TRUE
56,60,6,86,1.78,FALSE
58,42,11,97,1.82,TRUE
58,36,29,18,4.94,TRUE
56,55,1,31,3.21,TRUE
37,31,3,86,3.59,FALSE
22,41,16,47,1.18,TRUE
60,40,12,90,4.85,TRUE
25,31,5,64,4.9,TRUE
27,44,41,69,3.61,FALSE
43,42,40,16,4.04,FALSE
41,46,39,38,1.34,FALSE
42,43,42,14,3.34,TRUE
49,32,21,78,4.56,FALSE
50,51,46,61,1.41,TRUE
47,60,19,27,3.64,TRUE
57,45,22,39,1.03,TRUE
48,39,17,0,1.59,TRUE
53,38,33,72,3.05,FALSE
52,46,18,93,4.14,TRUE
50,46,36,31,2.15,TRUE
51,33,1,93,4.11,TRUE
51,43,24,75,3.55,FALSE
57,50,41,31,3.71,TRUE
60,49,43,7,2.24,FALSE
48,40,44,67,4.14,FALSE
33,43,10,22,4.49,TRUE
26,47,38,7,4.95,FALSE
51,50,16,14,3.02,TRUE
59,30,30,4,4.37,FALSE
48,54,13,88,3.47,FALSE
53,47,1,92,3.93,TRUE
39,52,46,31,4.23,TRUE
53,38,16,65,4.85,TRUE
28,51,22,87,1.48,FALSE
58,54,7,40,1.81,FALSE
37,54,31,36,4.64,TRUE
49,43,21,54,4.2,FALSE
27,36,46,66,1.85,FALSE
32,33,2,92,1.37,FALSE
32,48,32,72,1.11,TRUE
56,59,7,2,2.26,FALSE
34,46,35,18,2.96,TRUE
27,43,25,63,2.73,FALSE
49,48,44,94,1.38,FALSE
43,47,43,36,4.86,FALSE
25,51,9,95,2.28,TRUE
26,60,1,78,2.51,FALSE
42,42,14,33,1.76,TRUE
55,57,42,63,2.14,TRUE
36,48,47,35,4.3,TRUE
43,37,9,45,4.72,FALSE
35,37,15,92,1.52,FALSE
25,58,41,43,3.69,TRUE
40,56,43,99,4.48,TRUE
31,58,35,66,2.35,FALSE
25,46,3,51,2.86,TRUE
22,34,25,11,1.18,TRUE
37,53,9,20,3.65,TRUE
44,47,21,10,3.04,FALSE
43,50,19,5,2.19,FALSE
34,42,23,49,3.69,TRUE
48,32,23,81,3.39,FALSE
34,35,30,6,2.69,FALSE
56,35,10,41,1.2,FALSE
22,57,23,13,4.2,FALSE
51,32,33,33,2.06,TRUE
34,45,21,82,4.02,FALSE
39,54,37,96,2.08,TRUE
55,57,11,27,2.77,FALSE
58,36,2,5,2.13,TRUE
25,45,48,52,4.53,FALSE
51,47,40,42,1.89,TRUE
31,39,36,8,3.88,TRUE
51,51,41,17,4.14,TRUE
31,35,1,35,1.71,FALSE
35,46,49,7,2.99,FALSE
49,31,2,91,1.75,FALSE
39,31,10,25,4.44,TRUE
58,38,26,45,2.74,TRUE
42,54,38,97,2.21,TRUE
26,39,41,41,1.01,TRUE
42,30,26,87,4.89,TRUE
45,57,37,13,1.01,FALSE
38,41,17,31,2.92,TRUE
51,51,26,45,2.24,TRUE
49,35,12,14,1.65,TRUE
24,34,9,0,2.79,TRUE
53,54,8,29,4.59,FALSE
56,50,1,24,1.05,FALSE
56,30,41,8,2.53,TRUE
57,37,21,2,2.8,FALSE
33,52,15,56,2.26,FALSE
41,57,6,63,3.1,TRUE
46,34,0,22,1.93,FALSE
34,54,20,36,4.91,TRUE
54,47,15,37,1.16,TRUE
31,40,4,98,1.03,FALSE
45,35,44,62,1.38,TRUE
51,51,48,16,4.73,FALSE
43,35,26,64,1.62,TRUE
35,60,26,33,3.27,TRUE
41,41,24,31,2.07,TRUE
30,54,20,37,3.79,FALSE
27,45,32,16,2.01,TRUE
54,40,12,9,4.35,FALSE
40,44,7,29,2.61,TRUE
51,51,26,45,2.24,TRUE
22,58,32,87,4.16,TRUE
43,39,37,93,1.7,FALSE
40,45,6,2,2.17,FALSE
39,33,20,23,1.05,FALSE
50,38,24,50,3.4,FALSE
53,60,25,48,4.24,FALSE
57,54,26,48,4.67,FALSE
39,31,21,33,4.67,FALSE
36,51,48,29,3.27,FALSE
52,54,21,65,2.9,FALSE
48,35,31,72,2.86,FALSE
34,59,8,43,2.25,FALSE
30,40,3,85,2.65,TRUE
24,40,6,9,4.25,FALSE
40,55,32,13,2.66,TRUE
28,44,2,28,4.39,FALSE
34,42,49,62,1.98,TRUE
51,57,22,32,3.64,TRUE
30,53,16,87,4.42,FALSE
33,41,0,41,4,FALSE
58,30,37,86,2.2,FALSE
45,57,33,93,2.06,TRUE
29,30,26,52,4.01,TRUE
42,46,34,95,1.54,FALSE
32,53,14,69,4.89,TRUE
51,49,18,5,2.16,TRUE
39,32,22,87,4.84,FALSE
42,48,32,56,1.85,TRUE
51,54,41,58,2,FALSE
28,49,15,68,1.09,TRUE
29,39,20,71,3.09,TRUE
29,39,13,53,4.72,TRUE
25,58,43,12,1.65,TRUE
52,44,36,96,4,TRUE
24,31,34,44,3.12,TRUE
49,43,12,55,2.75,TRUE
24,35,5,20,4,TRUE
28,54,45,95,1.98,TRUE
35,40,26,86,4.88,TRUE
47,40,16,87,4.24,TRUE
57,32,20,17,2.62,TRUE
57,31,31,18,4.18,TRUE
56,32,7,50,1.14,FALSE
40,44,11,33,4.03,FALSE
53,35,49,43,2.39,FALSE
24,43,21,88,2.13,TRUE
32,32,40,32,4.88,TRUE
43,54,47,11,1.21,FALSE
22,35,0,86,2.63,TRUE
23,43,9,46,4.78,TRUE
55,60,12,43,1.1,FALSE
49,55,27,45,3.75,TRUE
48,58,7,4,1.2,FALSE
55,54,9,61,2.96,TRUE
55,52,1,15,2.17,TRUE
42,34,29,88,4.19,FALSE
53,59,7,51,1.48,TRUE
36,31,18,1,4.92,TRUE
54,54,35,72,4.17,TRUE
31,46,28,71,1.03,TRUE
46,56,14,62,3.05,TRUE
27,55,13,27,3.74,FALSE
28,36,16,55,4.74,FALSE
39,31,48,14,2.45,TRUE
48,41,17,87,3.26,TRUE
38,43,7,96,2.05,FALSE
60,38,40,55,2.46,FALSE
41,53,38,17,4.71,TRUE
44,49,11,33,4.8,TRUE
46,55,18,21,4.97,FALSE
52,55,2,30,2.87,FALSE
59,51,5,10,4.84,FALSE
51,52,39,57,1.63,TRUE
29,60,46,7,2.17,FALSE
44,38,8,43,1.04,FALSE
51,49,26,97,3.44,TRUE
27,58,36,86,2.22,TRUE
37,58,24,49,3.27,TRUE
50,43,47,50,1.26,FALSE
36,32,3,67,2.89,TRUE
56,58,43,4,1.48,FALSE
52,49,43,60,4.41,TRUE
33,34,33,58,1.14,TRUE
45,42,2,82,4.88,FALSE
33,33,11,50,4.63,TRUE
37,60,31,31,2.29,TRUE
28,46,40,24,1.27,FALSE
37,54,31,89,1.71,FALSE
53,41,28,39,2.41,TRUE
23,30,30,89,2.36,FALSE
53,57,42,78,1.83,FALSE
57,43,32,93,1.44,TRUE
53,38,20,72,2.67,TRUE
43,34,38,78,4.81,TRUE
50,46,22,88,3.55,TRUE
51,51,49,65,1.81,TRUE
50,50,47,22,2.26,FALSE
47,50,10,48,1.1,FALSE
47,58,0,79,4.77,TRUE
30,41,17,21,3.36,TRUE
25,58,2,40,4.78,FALSE
33,46,36,26,1.17,FALSE
46,54,42,79,4.99,FALSE
30,41,38,54,3.35,TRUE
54,59,40,90,3.15,FALSE
39,45,22,12,2.05,FALSE
60,38,42,52,1.25,FALSE
56,38,13,19,1.86,TRUE
27,60,7,28,4.94,FALSE
46,36,16,53,2.58,FALSE
56,45,41,61,3.26,TRUE
46,43,14,45,2.86,TRUE
38,40,21,82,4.89,TRUE
40,54,7,95,4.22,TRUE
22,55,2,99,3.87,TRUE
36,38,5,2,3.87,FALSE
37,42,33,58,2.97,FALSE
30,48,13,94,4.15,FALSE
31,56,4,56,4.12,FALSE
22,47,47,53,3.24,FALSE
37,43,33,53,1.97,TRUE
35,39,35,5,2.47,TRUE
37,55,38,34,4.16,FALSE
32,55,18,99,2.67,FALSE
39,60,6,17,1.6,TRUE
53,54,6,4,2.9,TRUE
34,55,17,36,2.84,TRUE
41,52,35,36,2.71,TRUE
25,54,16,41,4.38,FALSE
25,54,15,16,1.79,FALSE
59,39,9,0,4.63,TRUE
55,43,15,19,2.23,FALSE
51,44,45,42,2.87,FALSE
26,35,35,84,2.98,TRUE
56,57,3,18,2.61,FALSE
27,56,20,97,2.17,FALSE
27,45,43,70,1.55,FALSE
32,60,6,15,2.67,FALSE
50,31,6,97,3.93,FALSE
48,40,7,40,4.15,FALSE
25,44,47,40,2.19,FALSE
26,53,28,14,4.47,TRUE
40,45,36,36,3.34,TRUE
26,33,30,89,3.43,FALSE
31,32,17,51,2.79,TRUE
43,34,45,86,1.61,FALSE
29,45,11,84,2.47,TRUE
22,47,41,79,1.86,FALSE
24,49,5,42,3.99,TRUE
23,36,17,36,1.05,FALSE
45,32,18,69,2.44,FALSE
46,56,0,39,4.75,FALSE
30,39,45,32,3.24,TRUE
55,37,16,98,1.48,TRUE
56,47,24,52,4.19,TRUE
28,59,44,79,4.51,FALSE
30,44,41,21,1.08,FALSE
24,48,29,72,1.92,TRUE
51,37,23,15,2.97,TRUE
46,30,41,39,4.15,TRUE
57,56,13,64,1.35,TRUE
50,53,43,35,1.99,TRUE
58,35,38,89,1.37,TRUE
34,42,11,44,4.2,FALSE
38,51,12,13,3.81,FALSE
53,34,41,81,3.8,TRUE
53,54,30,44,3.3,FALSE
43,46,29,40,4.6,TRUE
47,41,41,8,4.76,TRUE
28,31,24,77,4.33,TRUE
47,34,22,53,3.83,FALSE
29,49,27,52,1.44,TRUE
53,54,36,26,2.2,TRUE
30,32,36,39,1.86,FALSE
31,58,12,79,2.89,TRUE
36,38,17,77,4.51,FALSE
39,41,11,19,1.58,FALSE
30,43,42,40,4.83,FALSE
35,49,17,65,1.83,TRUE
52,42,30,16,2.97,FALSE
58,40,29,16,2.57,TRUE
28,38,29,29,1.26,FALSE
49,35,45,22,3.9,FALSE
52,54,11,71,1.36,FALSE
23,59,32,93,3.46,TRUE
45,32,18,83,4.76,FALSE
54,48,48,65,3.27,TRUE
47,30,4,20,1.08,TRUE
57,55,28,54,4.08,TRUE
48,48,12,84,2,TRUE
60,52,19,12,1.8,FALSE
54,31,46,87,4.69,FALSE
30,36,16,57,2.65,TRUE
58,33,9,15,2.94,FALSE
42,30,34,40,1.61,TRUE
32,49,17,7,1.29,TRUE
37,45,28,18,4.44,FALSE
27,48,45,25,2.84,FALSE
58,49,42,35,1.26,FALSE
50,39,46,75,3.68,FALSE
31,45,46,48,1.78,FALSE
31,60,22,85,4.02,TRUE
23,44,6,10,3.88,FALSE
52,34,17,96,1.02,FALSE
57,52,10,93,3.66,FALSE
56,48,48,64,2.71,TRUE
38,56,20,9,2.18,TRUE
30,56,42,28,3.66,TRUE
32,56,31,72,4.24,TRUE
58,55,16,46,4.05,FALSE
45,38,2,23,2.26,FALSE
31,44,34,46,3.88,TRUE
60,37,14,67,4.33,TRUE
29,37,49,31,2.13,FALSE
24,36,36,83,2.18,TRUE
49,30,15,96,4.47,TRUE
60,59,32,88,4.7,TRUE
37,59,22,33,4.69,FALSE
23,32,44,97,1.89,TRUE
42,50,14,2,2.06,FALSE
51,37,24,0,4.12,TRUE
45,43,2,34,2.73,FALSE
37,36,1,52,3.41,FALSE
25,45,8,64,4.51,TRUE
56,60,42,1,2.22,TRUE
60,54,36,63,1.7,FALSE
51,53,14,97,2.47,TRUE
27,46,20,97,3.37,FALSE
53,53,19,17,1.85,FALSE
40,42,38,78,3.34,FALSE
49,33,15,41,2.32,FALSE
42,59,8,94,1.98,TRUE
48,51,48,33,1.14,FALSE
38,41,24,34,1.92,TRUE
49,59,44,56,1.66,TRUE
32,36,47,43,3.83,TRUE
44,31,20,32,1.44,FALSE
27,37,29,91,4.17,FALSE
42,32,42,95,2.69,FALSE
60,52,33,92,2.8,FALSE
54,35,23,83,2.92,TRUE
27,58,27,95,4.25,TRUE
38,45,7,32,3.31,FALSE
43,39,35,44,2.44,FALSE
44,52,42,60,2.11,TRUE
22,52,13,58,4.16,TRUE
43,55,26,11,4.65,FALSE
54,59,17,6,1.79,TRUE
29,39,19,91,2.54,TRUE
42,40,49,5,2.99,FALSE
27,34,35,14,2.11,FALSE
48,43,49,87,4.94,FALSE
46,58,47,28,2.73,TRUE
57,36,36,94,1.02,FALSE
25,31,41,47,4.35,FALSE
49,58,31,5,3.24,FALSE
23,40,19,0,3.4,TRUE
34,51,38,85,4.08,FALSE
39,60,15,64,4.95,FALSE
34,49,4,77,3.08,FALSE
34,40,32,12,2.08,FALSE
31,43,23,57,1.04,FALSE
31,47,13,86,4.93,FALSE
24,54,49,99,4.99,FALSE
53,30,45,25,2.25,FALSE
40,53,22,85,3.16,FALSE
33,43,25,19,3.75,FALSE
45,48,9,98,3.69,TRUE
49,40,16,85,2.46,TRUE
31,45,31,48,3.98,TRUE
52,58,2,55,1.95,FALSE
23,30,40,33,4.2,FALSE
35,34,9,10,1.91,TRUE
34,48,35,36,1.03,TRUE
51,54,16,80,1.82,TRUE
34,35,46,22,2.92,TRUE
28,56,34,12,3.7,FALSE
51,37,0,41,4.96,FALSE
42,41,11,72,3.59,FALSE
54,59,12,27,2.16,TRUE
47,40,33,27,2.72,FALSE
39,49,34,11,3.06,TRUE
48,34,13,44,1.56,TRUE
52,59,20,79,2.47,TRUE
26,49,38,30,3.54,FALSE
36,52,11,35,4.43,FALSE
38,57,46,3,1.13,FALSE
36,31,22,25,1.27,FALSE
37,51,37,98,1.6,TRUE
44,46,0,17,2.03,FALSE
24,49,17,97,4.6,TRUE
34,33,41,38,1.21,TRUE
24,48,1,33,3,TRUE
34,35,46,22,2.92,TRUE
26,30,46,33,4.42,TRUE
28,37,42,40,4.16,FALSE
35,51,17,56,3.97,FALSE
35,32,6,72,3.01,FALSE
59,33,13,90,3.46,FALSE
50,30,13,49,2.18,FALSE
57,46,18,26,3.79,TRUE
52,50,32,53,4.56,TRUE
56,44,32,68,3.81,TRUE
43,36,12,1,4.18,FALSE
28,47,12,80,3.89,FALSE
58,48,5,35,2.12,FALSE
34,56,28,78,3.94,FALSE
39,44,1,47,1.87,FALSE
37,43,25,0,2.13,TRUE
54,34,11,80,4.46,FALSE
44,51,6,11,3.68,FALSE
25,35,32,56,2.65,TRUE
37,35,3,32,3.19,TRUE
32,53,19,22,2.39,TRUE
41,60,1,59,3.61,TRUE
54,41,47,56,2.46,TRUE
44,32,30,59,1.56,FALSE
54,40,0,19,2.53,TRUE
27,53,12,2,3.55,FALSE
53,46,17,53,2.9,TRUE
47,54,44,19,2.51,TRUE
34,33,39,76,1.65,FALSE
46,46,17,25,2.17,TRUE
34,41,15,42,1.51,FALSE
35,55,46,93,2.61,TRUE
59,51,31,85,1.43,FALSE
58,31,17,7,3.28,TRUE
51,49,27,25,4.12,TRUE
52,46,30,15,4.04,TRUE
48,48,17,92,1.82,FALSE
54,48,26,6,1.15,FALSE
47,59,48,72,4.88,TRUE
43,59,16,92,2.06,FALSE
38,32,37,44,2.96,TRUE
47,51,25,58,4.31,FALSE
60,42,1,70,1.51,TRUE
37,57,37,94,4.8,FALSE
50,33,25,53,4.48,FALSE
36,39,18,21,3.9,FALSE
24,34,8,32,4.5,TRUE
25,31,15,35,2.78,FALSE
38,55,15,30,4.86,TRUE
23,41,15,99,4.87,TRUE
22,31,6,24,3.53,TRUE
55,45,2,6,1.84,FALSE
54,44,8,42,2.34,TRUE
45,58,36,35,4.01,TRUE
59,36,4,96,3.75,FALSE
30,31,11,7,2.5,FALSE
32,58,13,4,3.48,FALSE
29,52,16,65,1.21,FALSE
41,53,46,61,2.2,FALSE
31,36,8,41,3.15,FALSE
54,30,41,39,3.49,TRUE
27,42,1,14,4.6,TRUE
45,41,32,62,4.95,FALSE
51,56,43,9,3.52,TRUE
39,38,39,28,3.12,FALSE
42,32,32,36,3.67,FALSE
28,30,5,4,3.59,TRUE
40,48,0,7,2.07,TRUE
53,44,4,57,4.85,FALSE
30,47,24,25,4.96,FALSE
48,50,45,46,1.01,TRUE
26,41,3,28,2.31,TRUE
40,37,2,93,2.74,FALSE
58,40,36,56,1.7,TRUE
38,45,46,9,3.37,FALSE
29,36,29,62,2.07,TRUE
51,49,39,27,2.3,TRUE
42,39,29,28,2.12,TRUE
31,40,18,36,1.45,FALSE
42,46,43,45,4.11,TRUE
51,30,22,28,2.08,TRUE
45,40,40,66,2.18,FALSE
29,52,49,29,4.88,TRUE
37,34,40,47,2.33,TRUE
46,47,35,19,3.3,TRUE
55,41,1,21,3.18,FALSE
43,30,22,92,4.09,TRUE
56,34,35,13,1.2,FALSE
52,36,32,59,1.95,TRUE
26,46,4,42,2.62,TRUE
56,41,0,25,3.27,FALSE
43,46,29,40,4.6,TRUE
45,47,47,79,4.98,FALSE
31,51,16,24,4.61,FALSE
52,37,49,19,1.18,TRUE
31,38,45,9,3.55,TRUE
30,35,20,45,4.14,FALSE
31,35,48,75,2.34,TRUE
35,30,11,81,2.86,TRUE
33,48,42,98,3.14,FALSE
41,60,36,49,4.87,FALSE
47,39,8,8,1.05,TRUE
37,30,30,12,2.88,FALSE
43,31,4,33,1.39,FALSE
54,38,10,27,1.94,TRUE
31,54,49,69,2.27,TRUE
45,49,5,9,2.38,FALSE
42,55,7,59,4.74,TRUE
51,38,1,20,3.39,TRUE
30,45,23,98,1.04,TRUE
46,60,31,58,1.88,TRUE
58,57,20,40,1.67,TRUE
44,50,9,35,1.73,FALSE
37,38,23,39,1.41,TRUE
25,42,25,44,2.55,TRUE
