Years_At_Company,Performance_Score,Monthly_Salary,Remote_Work_Frequency,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
8,2,4200,25,62,2,2.24,FALSE
6,1,6600,75,15,2,4.45,FALSE
5,4,5600,75,4,0,3.92,FALSE
7,1,6600,0,80,1,1.91,FALSE
3,5,6750,0,82,2,4.83,FALSE
4,3,6500,50,98,2,1.2,FALSE
3,5,6750,25,43,1,4.15,FALSE
6,5,9000,0,85,1,3.32,FALSE
3,3,5850,75,46,2,3.48,FALSE
9,1,3850,100,84,1,3.27,FALSE
5,2,5400,75,73,1,2.35,FALSE
9,5,9000,0,60,1,1.65,FALSE
7,1,6050,100,31,0,3.83,FALSE
1,3,5850,0,89,1,3.21,FALSE
5,4,7000,0,45,2,1.32,FALSE
1,2,6000,0,57,0,1.38,FALSE
2,1,6600,100,97,2,2.73,FALSE
0,1,5500,25,8,1,1.84,FALSE
8,1,6600,100,26,0,1.71,FALSE
9,2,6600,75,8,0,4.93,FALSE
0,1,3850,0,9,2,1.64,FALSE
4,3,4550,75,85,2,4.95,FALSE
1,3,4550,0,13,1,4.27,TRUE
4,4,7000,50,96,2,3.34,FALSE
1,2,6600,0,96,1,3.25,FALSE
1,4,6300,50,63,0,2.67,FALSE
7,3,4550,100,75,2,1.13,FALSE
4,2,6000,25,64,1,2.45,TRUE
9,1,6600,0,72,2,4.88,FALSE
6,3,5200,100,3,1,4.32,FALSE
0,3,4550,75,64,1,3.7,FALSE
1,1,6050,100,48,2,1.38,FALSE
7,5,9000,50,99,2,1.09,FALSE
0,3,5200,50,51,0,3.28,FALSE
9,1,6600,50,70,2,1.29,FALSE
5,3,7800,25,21,0,2.5,FALSE
3,5,6750,100,25,2,3.97,FALSE
9,1,4400,0,53,2,1.77,FALSE
4,5,9000,25,59,1,2.39,FALSE
7,1,3850,50,87,0,4.13,FALSE
4,1,4400,50,3,2,2.59,FALSE
8,2,7200,50,56,0,1.6,FALSE
5,5,6750,0,12,2,4.07,FALSE
6,5,5250,25,85,2,4.93,FALSE
7,4,8400,100,54,2,3.47,FALSE
0,2,6600,75,96,0,1.04,FALSE
9,5,5250,50,48,2,1.88,FALSE
8,4,7700,75,95,2,1.03,FALSE
4,1,4400,50,32,2,4.67,FALSE
5,4,8400,25,46,1,1.38,FALSE
3,5,7500,100,44,2,3.73,FALSE
2,4,8400,100,33,2,3.49,FALSE
2,1,3850,50,32,0,2.65,FALSE
4,1,6050,100,75,0,2.26,FALSE
3,4,5600,75,16,2,3.54,TRUE
1,1,6050,100,89,2,3.12,FALSE
5,4,4900,75,57,2,3.3,FALSE
9,5,5250,50,51,0,4.32,FALSE
2,1,6600,100,37,1,3.17,FALSE
1,2,4200,25,58,0,2.02,FALSE
7,2,6000,0,39,0,3.73,FALSE
7,3,7800,25,11,1,1.12,FALSE
5,3,7800,100,40,1,3.71,FALSE
5,5,6000,25,51,0,3.47,FALSE
8,4,7700,25,12,0,4.96,FALSE
1,4,8400,25,39,1,3.93,FALSE
6,3,4550,0,20,0,4.95,FALSE
7,2,7200,25,51,2,4.98,FALSE
7,1,6600,50,3,0,1.93,FALSE
7,5,6000,50,72,0,2.28,FALSE
3,3,4550,100,31,2,2.82,FALSE
8,4,8400,0,87,0,4.5,FALSE
7,3,7800,75,78,1,1.89,FALSE
7,1,6600,100,24,1,1.47,FALSE
7,5,9000,25,24,0,3.52,FALSE
1,1,5500,100,91,2,4,FALSE
2,2,5400,75,34,2,4.5,FALSE
8,1,5500,0,91,2,2.3,FALSE
8,2,7200,0,9,0,4.63,FALSE
5,2,4800,100,78,1,2.09,FALSE
7,4,8400,50,78,2,2.98,FALSE
9,4,6300,75,87,1,3.48,FALSE
0,1,6050,0,22,0,2.73,FALSE
6,3,7800,25,14,0,4.38,FALSE
9,1,3850,25,3,2,1.56,FALSE
8,1,6600,50,26,2,1.39,FALSE
8,4,8400,50,67,0,3.91,TRUE
6,1,6600,50,3,1,4.37,FALSE
2,1,3850,100,96,1,1.34,FALSE
5,2,6600,75,44,0,4.8,TRUE
7,2,7200,25,95,0,4.95,FALSE
6,1,4950,100,70,0,3.75,FALSE
3,4,7000,75,90,2,1.53,FALSE
9,3,7800,25,98,2,3.22,FALSE
3,5,8250,50,2,1,4.54,FALSE
6,2,6000,25,77,1,3.72,FALSE
3,4,8400,25,38,2,4.04,FALSE
9,3,7150,100,48,0,3.57,TRUE
2,3,6500,100,5,1,2.2,FALSE
8,2,6000,25,71,0,2.96,FALSE
0,1,3850,50,19,1,4.74,FALSE
5,2,4800,50,14,1,3.19,FALSE
5,3,7150,100,13,2,3.17,FALSE
3,5,8250,0,6,0,2.8,FALSE
7,1,6050,50,10,1,4.2,FALSE
8,4,7000,75,37,1,4.8,FALSE
6,4,8400,100,45,1,2.92,FALSE
3,2,4800,100,77,1,4.22,TRUE
1,2,6600,100,12,0,3.21,TRUE
3,4,7700,25,5,2,2.33,FALSE
4,4,5600,25,30,2,1.72,FALSE
7,1,6600,0,23,0,2.24,FALSE
3,3,7150,25,8,0,3.58,FALSE
9,3,6500,75,75,2,2.13,FALSE
7,5,9000,75,24,2,3.33,TRUE
1,3,4550,50,22,2,2.74,FALSE
3,4,8400,25,18,0,3.44,FALSE
4,2,7200,75,55,2,3.05,FALSE
7,5,6750,50,25,0,4.41,FALSE
1,3,7150,0,36,2,4.68,FALSE
7,5,8250,75,70,0,4.21,FALSE
0,4,4900,0,50,2,1.38,FALSE
1,1,4950,0,62,2,3.33,FALSE
1,5,8250,50,76,2,4.61,FALSE
5,4,4900,100,28,2,1.46,FALSE
3,3,6500,25,75,1,3.41,FALSE
8,5,9000,0,62,1,4.02,FALSE
4,2,5400,100,27,0,1.1,FALSE
1,1,6600,100,22,1,3.65,FALSE
3,3,6500,100,36,1,3.69,FALSE
1,1,6600,75,76,0,3.66,FALSE
2,5,5250,50,28,0,1.17,FALSE
9,2,4200,50,89,2,2.59,TRUE
8,3,7800,75,50,1,4.87,FALSE
3,5,6750,25,31,1,1.41,FALSE
5,5,7500,25,40,0,4.37,FALSE
8,1,6600,0,7,2,1.95,FALSE
0,1,6050,100,90,1,3.66,FALSE
4,1,4950,0,58,2,2.77,FALSE
6,2,7200,50,64,1,3.51,FALSE
5,5,5250,50,73,1,3.32,FALSE
4,5,5250,75,17,0,4.77,FALSE
8,2,4200,75,81,2,2.2,FALSE
6,1,4950,50,95,2,3.75,FALSE
4,4,8400,25,97,0,2.64,FALSE
4,5,6750,100,75,1,1.54,FALSE
5,3,5200,0,62,2,4.34,FALSE
0,2,6000,100,79,1,3.74,FALSE
8,3,7800,0,81,1,2.41,FALSE
5,3,5200,50,93,1,4.27,FALSE
5,2,5400,100,99,0,2.26,TRUE
6,1,5500,50,88,2,3.71,FALSE
7,5,5250,50,70,2,1.68,FALSE
3,3,6500,75,2,0,4.23,FALSE
2,2,6000,100,47,1,3.06,FALSE
4,3,5200,50,61,2,1.44,FALSE
3,5,5250,0,40,2,2.12,FALSE
7,2,7200,0,59,0,3.77,FALSE
5,1,6600,25,77,1,1.38,FALSE
4,1,4950,75,26,0,5,FALSE
4,1,6600,0,82,2,2.71,FALSE
2,1,4950,75,76,2,4.21,FALSE
4,3,5850,50,6,0,1.92,FALSE
8,2,6000,100,20,0,3.43,TRUE
8,1,3850,100,73,2,4.35,FALSE
0,2,6600,75,8,1,2.38,FALSE
0,1,5500,100,49,2,2.43,FALSE
8,4,4900,25,44,0,3.47,FALSE
5,3,7150,100,67,1,4.56,FALSE
9,5,8250,100,83,2,4.59,FALSE
6,2,5400,75,65,0,2.53,FALSE
9,4,4900,0,78,2,3.94,FALSE
4,2,5400,50,89,0,2.27,FALSE
2,5,7500,50,94,0,3.89,FALSE
8,3,7800,0,30,0,1.03,FALSE
2,3,4550,75,88,1,1.31,TRUE
4,3,7800,50,15,1,3.79,FALSE
3,5,5250,75,7,1,2.59,TRUE
8,1,5500,50,22,2,2.39,TRUE
2,2,7200,75,22,2,3.12,FALSE
2,5,7500,25,94,1,3.39,FALSE
0,1,4400,0,16,0,2.07,FALSE
0,1,4950,100,49,1,2.75,FALSE
1,2,7200,25,2,2,1.5,FALSE
7,4,5600,25,30,2,2.15,FALSE
0,2,5400,25,14,0,1.32,FALSE
2,5,6000,0,37,2,2.63,FALSE
6,4,8400,0,77,0,2.76,FALSE
2,2,6600,25,3,1,1.23,FALSE
1,2,7200,25,6,2,3.65,TRUE
7,2,6000,25,89,0,2.23,FALSE
4,5,9000,100,1,1,1.31,FALSE
6,5,6000,25,54,1,1.16,FALSE
1,3,7150,100,48,0,2.73,FALSE
6,1,3850,75,75,1,1.24,FALSE
8,1,3850,25,51,2,4.67,FALSE
1,3,4550,25,73,2,1.64,FALSE
9,2,6600,75,58,0,4.96,FALSE
8,5,5250,75,64,2,4.4,FALSE
9,5,9000,25,50,2,2.5,FALSE
9,1,4400,25,56,0,4.87,FALSE
6,3,5200,75,43,0,2.66,TRUE
1,1,6600,100,70,1,2.34,FALSE
1,2,7200,100,94,1,4.96,FALSE
6,4,4900,75,75,2,4.48,FALSE
7,5,5250,50,5,1,4.99,FALSE
2,4,7700,100,17,1,1.05,FALSE
4,5,6000,100,0,0,1.12,FALSE
7,4,6300,100,69,2,2.87,FALSE
7,5,5250,75,24,0,3.08,FALSE
5,2,7200,25,53,2,3.06,TRUE
4,2,4200,100,91,2,4.98,FALSE
5,2,4800,50,50,1,3.52,FALSE
8,3,4550,75,83,2,3.18,FALSE
8,2,6000,100,42,2,3.46,FALSE
7,3,7150,50,33,1,2.77,FALSE
1,4,8400,25,51,0,1.6,FALSE
4,5,9000,100,70,0,1.68,FALSE
8,3,7800,50,4,0,3.98,FALSE
9,3,5200,100,8,0,3.78,FALSE
9,2,6600,100,81,2,3.81,FALSE
9,1,6600,25,99,1,4.08,FALSE
4,4,4900,0,90,1,4.51,FALSE
5,1,5500,75,23,1,3.37,FALSE
6,5,6000,50,56,2,2.49,FALSE
0,1,5500,100,49,0,2.78,FALSE
9,4,8400,75,98,1,1.55,FALSE
2,1,6600,0,52,0,1.95,FALSE
7,1,5500,0,17,1,2.27,FALSE
0,1,6600,100,77,2,3,FALSE
7,2,4800,75,36,2,2.52,FALSE
9,4,7000,50,48,2,2.36,TRUE
4,3,5200,100,69,0,3.82,FALSE
0,3,6500,25,60,2,2.91,FALSE
6,1,5500,25,2,1,1.21,FALSE
0,4,6300,75,94,2,2.1,TRUE
9,1,3850,100,42,2,2.08,FALSE
1,2,4200,50,30,1,2.21,FALSE
4,4,8400,50,89,2,2.38,FALSE
7,5,7500,0,5,1,3.28,FALSE
1,4,7000,100,76,2,4.4,FALSE
4,4,5600,50,22,1,3.14,FALSE
6,1,6600,100,60,0,4.91,FALSE
2,3,6500,100,44,1,3.78,FALSE
8,5,5250,0,27,1,4.52,FALSE
2,3,7800,100,20,0,4.19,FALSE
8,2,6600,100,95,2,4.5,FALSE
7,2,7200,100,8,2,3.64,TRUE
4,2,5400,0,59,1,4.31,FALSE
3,4,4900,75,12,1,4.61,FALSE
6,4,8400,50,26,0,3.92,FALSE
1,1,6050,50,21,2,1.05,FALSE
0,3,5200,50,58,1,3.51,FALSE
6,1,4950,0,40,2,3.17,FALSE
6,4,8400,75,15,0,3.07,FALSE
8,5,8250,50,53,1,1.19,FALSE
3,1,3850,25,48,0,3.18,FALSE
5,2,6000,25,62,0,1.99,FALSE
8,5,8250,75,74,0,1.69,FALSE
6,4,5600,75,32,0,2.99,TRUE
6,3,7150,0,50,1,4.07,TRUE
4,1,4400,25,23,0,1.65,FALSE
4,3,7800,50,55,0,2.16,FALSE
1,5,9000,25,71,2,1.17,FALSE
7,5,6000,50,1,2,2.35,FALSE
9,1,6600,25,30,0,1.07,FALSE
1,1,4400,0,80,1,5,FALSE
4,2,5400,75,91,0,1.92,FALSE
3,5,6750,25,7,0,4.27,FALSE
5,3,5850,100,82,1,4.43,TRUE
9,4,4900,25,84,2,1.16,FALSE
7,2,7200,25,23,0,4.52,FALSE
4,4,8400,0,76,0,4.48,FALSE
2,1,6600,0,6,1,2,FALSE
5,3,5200,0,38,2,1.85,FALSE
9,3,7800,100,67,0,3.43,FALSE
6,2,7200,0,44,2,1.71,FALSE
3,2,4800,75,91,1,2.73,FALSE
4,3,7800,0,79,1,1.23,FALSE
2,1,5500,100,32,2,3.74,FALSE
2,1,6050,75,10,2,4.6,FALSE
1,2,6600,100,12,0,3.86,FALSE
2,2,7200,100,61,2,3.06,FALSE
0,2,7200,50,46,1,3.97,FALSE
9,3,7800,50,2,1,3.22,FALSE
3,1,6600,25,17,1,2.11,FALSE
1,2,7200,100,92,0,3.01,FALSE
0,1,4400,0,88,0,1.26,TRUE
1,3,4550,50,99,1,4.95,FALSE
7,4,6300,25,33,1,3.43,FALSE
5,3,7800,100,80,0,2.85,FALSE
5,1,4950,50,46,0,2.18,FALSE
6,4,7000,25,63,1,2.23,FALSE
8,1,6600,50,26,0,2.85,FALSE
0,5,6000,100,21,0,4.7,FALSE
5,2,7200,0,58,0,4.71,FALSE
5,5,5250,25,7,0,3.28,FALSE
8,4,8400,25,75,1,3.92,FALSE
1,3,4550,75,71,2,1.51,TRUE
5,2,6000,75,7,1,4.59,FALSE
5,4,7000,0,68,2,2.32,FALSE
1,5,6750,75,86,1,1.98,FALSE
4,3,5200,75,29,2,1.4,FALSE
9,1,4950,75,9,1,3.54,FALSE
3,1,4400,25,49,0,2.85,FALSE
8,4,6300,100,69,0,2.2,FALSE
0,1,3850,25,4,1,3.41,TRUE
4,3,6500,100,10,2,3.59,FALSE
7,5,5250,25,13,0,4.17,FALSE
7,2,6600,75,81,2,3.81,FALSE
7,5,9000,25,84,0,1.06,FALSE
1,1,3850,75,21,0,4.55,FALSE
9,1,4400,100,34,0,1.94,FALSE
6,5,9000,25,20,0,3.22,FALSE
0,2,7200,50,56,2,1.07,TRUE
6,4,6300,50,97,2,1.06,FALSE
9,2,7200,100,47,2,2.02,FALSE
7,4,7700,50,45,1,2.52,FALSE
7,3,7800,0,43,1,4.97,FALSE
9,5,6750,25,6,2,3.24,FALSE
7,4,8400,0,34,1,1.08,FALSE
8,5,8250,0,46,2,4.09,FALSE
0,1,3850,50,31,0,3.11,FALSE
2,2,7200,75,69,2,4.4,FALSE
8,2,7200,50,20,1,2.76,FALSE
6,1,4400,25,24,2,3.96,FALSE
1,4,6300,0,94,1,1.18,FALSE
8,4,7000,75,70,2,1.9,FALSE
1,3,7150,50,98,0,1.6,FALSE
8,1,4950,25,52,1,4.99,FALSE
3,3,7150,50,41,0,2.18,TRUE
3,3,7150,0,26,2,2.31,TRUE
5,2,7200,100,54,0,3.34,FALSE
7,3,6500,50,40,1,2.32,FALSE
7,2,7200,75,66,1,3.22,FALSE
9,2,4200,50,49,0,3.86,FALSE
2,2,7200,25,5,1,4.57,FALSE
2,2,5400,75,56,1,2.85,FALSE
8,2,6600,25,97,1,2.42,FALSE
6,3,5200,100,29,2,3.07,FALSE
1,2,7200,0,56,2,4.39,FALSE
4,1,5500,25,13,2,4.81,FALSE
2,1,4950,75,11,0,2.11,FALSE
2,1,5500,75,7,0,4.57,TRUE
2,4,7700,25,18,2,1.5,FALSE
4,2,4800,50,76,0,4.88,FALSE
6,5,5250,25,26,2,2.84,FALSE
0,1,6600,25,73,0,3.61,FALSE
3,1,5500,75,21,1,4.48,FALSE
6,3,4550,0,99,2,1.57,FALSE
5,4,8400,100,23,2,4.48,FALSE
8,5,6750,50,19,2,3.73,FALSE
7,1,4950,75,75,0,1.33,TRUE
5,3,7150,100,85,0,1.28,FALSE
9,3,7150,0,34,2,1.31,FALSE
6,4,8400,50,39,0,3.98,TRUE
3,3,4550,0,40,1,4.71,TRUE
1,1,6600,75,86,0,2.1,FALSE
7,5,6750,50,94,0,3.32,FALSE
4,2,7200,50,77,2,2.84,FALSE
0,1,6050,100,38,0,4.96,FALSE
5,2,6600,50,95,2,3.94,FALSE
6,4,8400,25,37,0,2.44,FALSE
8,5,5250,100,25,0,4.61,FALSE
2,5,6750,25,4,0,2.14,FALSE
2,5,6750,0,5,1,1.2,FALSE
7,3,7150,0,85,2,2.19,FALSE
0,4,5600,100,3,1,3.38,FALSE
6,1,4950,25,4,2,1.86,FALSE
0,3,6500,25,66,2,4.09,FALSE
9,2,5400,100,33,1,1.84,FALSE
4,5,8250,50,7,2,4.15,FALSE
4,5,6750,25,15,1,3.15,FALSE
0,1,6600,50,14,1,2.8,FALSE
7,2,7200,0,56,0,3.73,FALSE
6,2,6600,0,71,1,1.36,FALSE
7,5,5250,100,13,0,4.11,FALSE
4,2,7200,0,26,2,4.71,FALSE
1,2,7200,100,27,0,3.6,FALSE
9,1,5500,0,11,1,3.66,FALSE
3,3,7800,25,93,0,4.21,FALSE
4,4,7000,75,95,2,3.05,FALSE
7,1,4950,75,94,1,4.5,FALSE
7,5,9000,0,21,0,4.5,FALSE
0,2,7200,0,61,2,2.22,TRUE
8,3,7150,0,92,2,3.41,FALSE
8,2,6000,25,38,2,3.73,FALSE
4,2,4800,50,60,1,4,FALSE
6,4,7700,50,32,1,2.66,FALSE
8,3,4550,0,24,1,4.84,FALSE
5,2,6000,75,90,1,4.14,FALSE
4,4,4900,50,82,1,2.84,FALSE
1,3,5200,75,95,2,2.57,FALSE
6,3,7150,25,92,1,4.28,FALSE
8,3,6500,50,3,2,4.24,TRUE
3,1,6600,75,64,0,4.52,FALSE
8,1,5500,75,96,1,1.1,FALSE
1,1,6600,25,77,2,2.89,FALSE
4,5,9000,100,96,0,3.13,FALSE
5,5,7500,100,26,0,4.06,FALSE
7,3,4550,100,28,2,4.86,FALSE
4,3,4550,50,1,0,3.27,FALSE
3,4,4900,75,33,1,2.25,FALSE
7,4,5600,100,34,0,1.98,FALSE
5,3,4550,0,15,1,3.6,FALSE
8,2,6600,75,1,1,3.15,FALSE
0,3,4550,50,32,2,2.27,FALSE
7,2,7200,100,87,0,4.42,FALSE
5,4,8400,50,3,0,1.76,FALSE
0,1,4950,25,51,2,4.62,FALSE
1,2,7200,0,93,1,2.92,FALSE
6,4,4900,0,71,2,3.7,TRUE
1,2,6000,0,99,0,3.29,FALSE
3,4,7700,75,75,0,1.12,TRUE
3,4,8400,100,18,0,1.59,FALSE
8,5,7500,0,38,1,2.33,FALSE
1,3,7800,100,90,0,1.84,TRUE
1,3,7800,100,18,2,1.37,FALSE
4,5,9000,50,80,1,1.13,FALSE
6,3,5200,25,77,0,4.94,FALSE
7,2,5400,75,75,2,4.42,FALSE
2,2,7200,25,55,2,2.99,TRUE
3,1,4950,25,76,0,1.29,FALSE
6,1,6600,75,50,2,3.73,FALSE
4,4,5600,50,39,2,3.85,FALSE
7,4,6300,50,57,2,4.03,TRUE
0,4,8400,100,90,1,4.81,FALSE
8,5,6750,25,25,2,2.13,FALSE
5,2,6600,100,10,2,1.92,FALSE
0,2,7200,100,7,0,3.66,FALSE
7,2,7200,50,51,2,3.46,FALSE
2,4,7000,50,5,0,1.47,FALSE
6,3,5200,50,72,1,2.57,FALSE
1,3,7150,0,5,0,3.86,FALSE
6,2,5400,75,61,2,2.07,FALSE
4,3,5850,25,92,1,2.62,FALSE
9,3,7800,100,15,1,2.4,FALSE
8,5,7500,0,86,0,4.44,FALSE
1,3,7800,25,97,2,1.65,FALSE
0,3,6500,25,27,2,4.62,FALSE
4,5,9000,25,77,0,3.06,FALSE
3,5,9000,25,54,1,3.65,FALSE
2,5,9000,25,62,1,4.96,FALSE
0,5,9000,0,31,2,3.43,FALSE
1,5,7500,25,83,1,4.37,FALSE
6,4,8400,100,82,1,2.03,FALSE
2,4,8400,0,66,1,2.35,TRUE
9,5,6750,75,38,2,4.72,TRUE
5,2,4200,50,39,2,4.82,FALSE
8,3,5200,0,0,2,1.59,FALSE
7,2,4200,25,29,2,2.48,FALSE
4,5,8250,100,61,2,3.95,FALSE
3,3,7800,25,35,0,1.77,FALSE
9,3,7150,100,11,1,3.05,FALSE
7,3,7800,100,25,0,2.29,FALSE
1,2,4800,50,97,2,2.91,FALSE
6,3,7800,100,99,2,4.11,FALSE
8,1,3850,0,22,0,1.59,FALSE
7,5,9000,100,58,2,1.39,FALSE
9,2,6600,100,84,1,2.42,FALSE
4,1,6600,0,10,1,3.28,FALSE
9,3,6500,100,16,0,1.46,FALSE
3,1,6600,0,5,1,4.2,FALSE
2,5,8250,100,10,1,4.24,FALSE
7,5,6750,25,85,0,1.11,FALSE
6,2,4800,0,11,2,1.01,FALSE
5,5,7500,0,15,1,1.07,TRUE
0,2,7200,50,14,1,4.41,FALSE
7,5,6750,50,40,2,4.72,FALSE
10,2,6000,50,36,2,2.92,FALSE
7,4,7700,75,4,2,4.84,FALSE
9,5,7500,75,97,0,2.37,FALSE
5,1,4950,50,2,2,3.26,FALSE
0,2,5400,100,29,0,3.14,FALSE
6,5,6000,0,84,2,4.27,FALSE
5,4,5600,25,6,2,3.42,FALSE
5,4,7000,25,74,0,2.02,FALSE
7,2,7200,25,4,2,3.11,FALSE
5,3,6500,75,5,0,1.72,FALSE
4,2,4200,50,91,0,3.84,FALSE
4,1,6600,100,86,2,2.6,FALSE
5,3,5200,75,18,1,1.24,FALSE
4,2,7200,0,73,0,4.19,FALSE
0,1,6600,50,84,2,2.96,FALSE
3,4,7000,75,87,1,1.36,FALSE
5,2,6000,100,50,2,1.89,TRUE
3,1,6600,25,99,2,3.54,FALSE
5,1,6600,25,56,1,4.78,FALSE
1,4,4900,100,29,2,2.74,FALSE
4,3,4550,75,85,1,2.59,FALSE
2,1,6050,75,94,0,3.79,FALSE
1,5,6750,25,44,2,1.56,FALSE
6,3,7800,75,41,2,2.64,FALSE
5,3,7800,75,28,2,3.42,FALSE
8,4,7700,75,33,1,4.41,FALSE
1,4,5600,25,71,0,2.03,FALSE
5,4,6300,75,36,0,4.44,FALSE
0,3,7800,100,43,2,4.78,FALSE
9,1,6050,50,56,1,4.52,FALSE
6,1,6600,100,21,2,1.99,FALSE
8,1,3850,100,92,0,1.88,FALSE
1,2,4200,25,78,0,1.12,FALSE
8,1,4950,75,49,1,4.29,FALSE
6,2,4800,25,0,2,3.05,FALSE
5,4,7700,25,49,0,4.21,FALSE
6,4,5600,25,62,1,3.04,FALSE
3,3,6500,25,23,0,2.98,FALSE
8,2,6600,100,52,0,2.81,FALSE
3,1,4950,25,31,2,4.49,FALSE
3,1,3850,25,43,1,4.88,FALSE
7,2,5400,0,47,0,2.65,FALSE
1,5,8250,25,26,2,4.48,TRUE
0,5,7500,25,63,1,2.82,FALSE
0,1,3850,0,59,0,2.78,FALSE
9,5,9000,50,97,1,3.87,FALSE
1,5,7500,0,57,2,3.41,FALSE
9,2,6000,100,41,2,2.57,FALSE
0,5,9000,75,32,0,3.68,FALSE
5,1,4950,75,8,0,2.29,FALSE
9,4,4900,100,13,0,1.98,TRUE
6,4,7700,25,83,2,3.41,FALSE
8,2,5400,25,29,1,3.75,FALSE
7,5,9000,75,43,2,2.27,FALSE
7,4,8400,75,25,0,4.45,FALSE
3,4,6300,25,18,0,2.73,FALSE
7,1,4950,100,26,0,1.42,FALSE
7,5,6000,75,57,2,1.54,FALSE
9,3,7800,25,63,0,1.61,FALSE
7,5,6750,25,66,2,3.66,FALSE
3,2,6600,75,31,2,2.51,TRUE
8,2,7200,25,75,2,4.82,FALSE
1,3,7800,25,16,2,2.92,FALSE
8,4,6300,50,46,0,4.06,FALSE
7,2,4200,50,19,0,3.25,FALSE
5,2,4200,50,41,2,4.25,FALSE
5,4,4900,0,80,2,1.28,FALSE
5,2,7200,100,60,1,4.41,FALSE
9,5,9000,0,52,1,1.42,FALSE
6,1,6050,25,35,1,4.49,FALSE
6,4,8400,75,19,0,3.23,FALSE
1,1,6050,50,39,0,2.96,FALSE
5,1,5500,75,17,1,2.58,FALSE
2,3,7150,100,54,1,3.17,FALSE
4,3,7150,50,95,1,3.71,TRUE
4,4,8400,50,60,2,3.71,FALSE
7,2,4800,0,17,2,2.77,FALSE
4,3,7800,100,47,0,3.94,FALSE
8,1,5500,75,48,0,4.3,FALSE
0,3,6500,25,77,0,1.18,FALSE
1,4,5600,100,90,2,4.54,FALSE
9,5,9000,25,28,0,2.69,FALSE
6,4,6300,25,64,0,1.29,TRUE
1,2,4200,0,24,1,1.68,TRUE
9,1,4950,0,61,1,3.02,FALSE
1,4,8400,50,39,2,4.41,FALSE
6,1,6600,50,18,2,2.82,FALSE
0,3,7800,75,48,0,2.45,FALSE
6,5,9000,75,73,2,4.52,FALSE
7,1,4400,25,67,1,1.92,FALSE
6,1,6600,25,4,1,4.61,TRUE
4,2,6000,75,96,2,4.9,FALSE
3,4,7000,100,91,1,4.16,FALSE
4,4,8400,50,17,1,1.4,FALSE
5,2,6600,75,85,0,4.29,FALSE
3,1,4950,0,16,2,2.01,FALSE
8,4,7700,100,42,2,4.52,FALSE
8,3,7800,50,45,0,2.97,FALSE
2,4,6300,75,68,0,3.25,FALSE
8,1,4400,25,67,0,2.54,FALSE
2,5,6000,75,19,0,3.15,FALSE
5,4,7700,100,44,1,4.72,FALSE
4,2,6000,0,53,2,4.23,FALSE
0,4,4900,0,96,1,1.17,FALSE
5,4,7000,75,79,0,3.59,FALSE
1,2,4800,25,0,1,1.03,FALSE
7,4,5600,0,79,2,2.05,FALSE
6,5,8250,50,81,2,2.67,FALSE
6,2,4200,50,10,1,3.78,FALSE
2,4,8400,25,52,2,2.08,FALSE
6,1,6050,100,4,0,2.32,FALSE
2,4,8400,25,89,1,3.2,FALSE
8,5,5250,25,33,1,1.71,FALSE
8,1,4950,75,66,1,1.51,FALSE
4,4,6300,25,9,2,2.69,FALSE
0,3,7800,50,33,0,4.45,FALSE
2,2,6000,75,30,0,3.69,FALSE
9,3,7800,25,17,0,3.15,FALSE
3,4,7000,75,64,2,4.45,TRUE
2,5,6000,0,94,0,4.77,FALSE
3,2,7200,50,93,2,1.9,TRUE
8,5,6750,75,56,0,2.51,TRUE
7,5,5250,75,99,2,1.98,FALSE
2,1,6600,75,29,1,2.81,FALSE
2,3,7800,25,24,0,1.61,FALSE
0,1,3850,0,28,0,1.96,FALSE
6,3,4550,0,41,2,2.56,FALSE
0,4,8400,75,98,2,1.22,FALSE
6,2,6000,0,35,1,3.94,FALSE
7,3,7150,50,2,2,1.27,FALSE
3,3,6500,0,36,0,4.31,FALSE
2,2,5400,50,34,0,3.23,FALSE
3,2,5400,100,0,2,2.87,FALSE
9,4,6300,75,45,2,4.04,FALSE
0,3,7150,25,24,2,3.85,FALSE
4,2,7200,0,99,2,4.55,FALSE
1,4,6300,0,46,0,1.94,FALSE
2,1,4400,75,62,1,2.1,TRUE
5,2,6000,25,75,1,3.95,FALSE
5,4,4900,25,69,0,1.93,FALSE
5,3,5850,50,23,1,1.31,FALSE
6,3,5200,0,66,0,2.25,FALSE
4,2,7200,50,44,1,2.86,TRUE
2,5,6750,100,33,1,2.15,FALSE
2,1,4400,75,74,2,4.69,FALSE
2,4,4900,25,9,2,3.49,FALSE
8,2,7200,25,79,2,2.13,TRUE
2,1,3850,25,14,1,1.42,FALSE
6,3,6500,75,94,2,1.48,FALSE
9,1,3850,0,68,0,2.42,FALSE
7,2,4800,75,45,2,4.31,FALSE
4,3,4550,50,40,2,2.93,FALSE
4,5,9000,100,94,1,1.99,FALSE
9,3,6500,75,23,1,1.96,FALSE
7,3,7800,25,30,0,3.22,TRUE
4,5,7500,25,39,0,4.42,FALSE
2,3,7800,50,65,0,3.11,FALSE
2,1,6050,50,69,2,1.15,FALSE
9,4,8400,75,78,2,3.32,FALSE
7,2,5400,100,7,0,3.94,FALSE
1,3,7800,25,18,0,1.17,FALSE
0,5,8250,0,71,2,3.75,FALSE
0,3,4550,0,9,0,3.63,FALSE
3,3,7800,100,84,2,4.47,FALSE
